type,id,status,description,amount,account,balance,direction,class,institution,connection,enrich,transactionDate,postDate,subClass,links
transaction,ccc7cf56-bc5c-4130-84da-edd888036813,posted,MANLY WEST SCHOOL,-2530.81,070c1d68-0ee0-477a-9679-294ea7059939,3527.75,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,17/10/2022,2022-10-17T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,55af5e4f-5ef1-4ffe-9650-07e7ed053da9,posted,MANLY WEST SCHOOL,-101,070c1d68-0ee0-477a-9679-294ea7059939,6058.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,17/10/2022,2022-10-17T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,ea19ebe1-87d7-43c1-80cf-1dacd83f15a4,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,6159.56,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,13/10/2022,2022-10-13T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,dbff00b8-6fde-4a83-9522-a948e3eb0035,posted,TFR Acc14000 TO 12389,-500,070c1d68-0ee0-477a-9679-294ea7059939,5958.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/10/2022,2022-10-12T00:00:00Z,"{\title\"":\""Legal and Accounting Services\""","\""code\"":\""693\""}"""
transaction,e032bda9-1c0a-47d3-9f0f-0588424a1f89,posted,AGL RETAIL ENERGY LTD (GAS),-95,070c1d68-0ee0-477a-9679-294ea7059939,6458.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,11/10/2022,2022-10-11T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,4618ef43-67d7-43a7-98ba-f93be3505677,posted,AGL RETAIL ENERGY LTD (GAS),-78,070c1d68-0ee0-477a-9679-294ea7059939,6553.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,11/10/2022,2022-10-11T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,acbec3d2-a932-43e0-bc12-3c26d45e3bd2,posted,Transfer Platnm Homeloan 346454,-3927.5,070c1d68-0ee0-477a-9679-294ea7059939,6631.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,28/09/2022,2022-09-28T00:00:00Z,"{\title\"":\""Auxiliary Finance and Investment Services\""","\""code\"":\""641\""}"""
transaction,3b3b98cc-bfd7-468e-840b-f4ce9c2a01d4,posted,TFR From Transaction to CC Acc 13,-9331,070c1d68-0ee0-477a-9679-294ea7059939,10559.06,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/09/2022,2022-09-27T00:00:00Z,"{\title\"":\""Civic","Professional and Other Interest Group Services\"""
transaction,1b9aad04-5271-4714-b1d7-2f8c1883e4c4,posted,Payroll WFRMS 15439393,15985,070c1d68-0ee0-477a-9679-294ea7059939,19890.06,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/09/2022,2022-09-27T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,56d93429-dee0-49a6-8350-2bf40671c8d8,posted,Wdl ATM BOQ BP Connect BalgowlaBalgowlahNS    AU,-900,070c1d68-0ee0-477a-9679-294ea7059939,3905.06,debit,cash-withdrawal,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,25/09/2022,2022-09-25T00:00:00Z,null,"{\self\"":\""https://au-api.basiq.io/users/bca4b9cc-b7e2-4458-83bc-4855c147bd70/transactions/56d93429-dee0-49a6-8350-2bf40671c8d8\"""
transaction,6c23e85a-dbe4-4ae3-a0a0-aacdfa0a4224,posted,Non Hooli ATM Withdrawal Fee,-2.5,070c1d68-0ee0-477a-9679-294ea7059939,4805.06,debit,bank-fee,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,25/09/2022,2022-09-25T00:00:00Z,"{\title\"":\""\""","\""code\"":\""card\""}"""
transaction,bef47dda-f657-48a3-9e75-a03ef2815253,posted,MANLY WEST SCHOOL,-31,070c1d68-0ee0-477a-9679-294ea7059939,4807.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,25/09/2022,2022-09-25T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,a24f8cbe-0eb1-4463-8de2-c76eccba54be,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,4838.56,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,14/09/2022,2022-09-14T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,b2d80403-be36-46ed-87ca-c35d6ffd9cd6,posted,MANLY WEST SCHOOL,-2530.81,070c1d68-0ee0-477a-9679-294ea7059939,4637.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,14/09/2022,2022-09-14T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,3900db8b-3871-483f-8301-d318d3a9bb86,posted,MANLY WEST SCHOOL,-101,070c1d68-0ee0-477a-9679-294ea7059939,7168.37,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,14/09/2022,2022-09-14T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,4ab3b32f-c109-4da4-95f6-15f82c4189ac,posted,MANLY WEST SCHOOL,-70.69,070c1d68-0ee0-477a-9679-294ea7059939,7269.37,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/09/2022,2022-09-12T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,1232cd68-fbe4-455c-9970-9b8fb433654a,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-500,070c1d68-0ee0-477a-9679-294ea7059939,7340.06,debit,cash-withdrawal,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/09/2022,2022-09-12T00:00:00Z,null,"{\self\"":\""https://au-api.basiq.io/users/bca4b9cc-b7e2-4458-83bc-4855c147bd70/transactions/1232cd68-fbe4-455c-9970-9b8fb433654a\"""
transaction,295b0279-0c49-44a4-a1c2-2a0a024e287b,posted,Non Hooli ATM Withdrawal Fee,-2.5,070c1d68-0ee0-477a-9679-294ea7059939,7840.06,debit,bank-fee,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/09/2022,2022-09-12T00:00:00Z,"{\title\"":\""\""","\""code\"":\""card\""}"""
transaction,1c452615-16d6-4947-bfa4-2896d4de5707,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,7842.56,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/09/2022,2022-09-12T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,7b8ca779-9832-4246-82e5-cfcf2b018fb1,posted,TFR Acc14000 TO 12389,-500,070c1d68-0ee0-477a-9679-294ea7059939,7641.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,11/09/2022,2022-09-11T00:00:00Z,"{\title\"":\""Legal and Accounting Services\""","\""code\"":\""693\""}"""
transaction,4fb3ae73-e089-4301-9ddd-4e1d0aeb297b,posted,AGL RETAIL ENERGY LTD (GAS),-95,070c1d68-0ee0-477a-9679-294ea7059939,8141.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,8/09/2022,2022-09-08T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,917ca690-59e8-4c08-b97c-db881b318731,posted,AGL RETAIL ENERGY LTD (GAS),-69,070c1d68-0ee0-477a-9679-294ea7059939,8236.56,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,8/09/2022,2022-09-08T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,c6fb51c0-fcff-463b-8e53-aaf3a10bb90e,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200,070c1d68-0ee0-477a-9679-294ea7059939,8305.56,debit,cash-withdrawal,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,7/09/2022,2022-09-07T00:00:00Z,null,"{\self\"":\""https://au-api.basiq.io/users/bca4b9cc-b7e2-4458-83bc-4855c147bd70/transactions/c6fb51c0-fcff-463b-8e53-aaf3a10bb90e\"""
transaction,e11785ce-e82c-44ec-89fd-d40d6f8bf141,posted,Non Hooli ATM Withdrawal Fee,-2.5,070c1d68-0ee0-477a-9679-294ea7059939,8505.56,debit,bank-fee,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,7/09/2022,2022-09-07T00:00:00Z,"{\title\"":\""\""","\""code\"":\""card\""}"""
transaction,9e876d17-2d29-433c-b6a7-2807549120ea,posted,MEDIC ALERT,-36.35,070c1d68-0ee0-477a-9679-294ea7059939,8508.06,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,1/09/2022,2022-09-01T00:00:00Z,"{\title\"":\""Other Machinery and Equipment Wholesaling\""","\""code\"":\""349\""}"""
transaction,57f45596-3277-4d8d-bb02-253f70a05d8c,posted,Wdl ATM CBA ATM  BALGOWLAH A    NSW 210901   AUS,-400,070c1d68-0ee0-477a-9679-294ea7059939,8544.41,debit,cash-withdrawal,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,31/08/2022,2022-08-31T00:00:00Z,null,"{\self\"":\""https://au-api.basiq.io/users/bca4b9cc-b7e2-4458-83bc-4855c147bd70/transactions/57f45596-3277-4d8d-bb02-253f70a05d8c\"""
transaction,a422deed-be40-451e-b48a-86b0a835a222,posted,Transfer Platnm Homeloan 346454,-3935,070c1d68-0ee0-477a-9679-294ea7059939,8944.41,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,28/08/2022,2022-08-28T00:00:00Z,"{\title\"":\""Auxiliary Finance and Investment Services\""","\""code\"":\""641\""}"""
transaction,0c0997ce-f1ea-436a-9323-7f3b74f7d923,posted,TFR From Transaction to CC Acc 13,-9323.5,070c1d68-0ee0-477a-9679-294ea7059939,12879.41,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/08/2022,2022-08-27T00:00:00Z,"{\title\"":\""Civic","Professional and Other Interest Group Services\"""
transaction,db612ca6-20fe-4478-af7b-0bb858ca122a,posted,Payroll WFRMS 15439393,15985,070c1d68-0ee0-477a-9679-294ea7059939,22202.91,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/08/2022,2022-08-27T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,097c304f-b09d-4266-ad4b-fbb0ac6ed68d,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,6217.91,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,17/08/2022,2022-08-17T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,836c4dfb-88c9-48d2-b8ce-fa7ff36499d7,posted,MANLY WEST SCHOOL,-2530.81,070c1d68-0ee0-477a-9679-294ea7059939,6016.91,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,16/08/2022,2022-08-16T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,35a0061c-1567-4763-beba-93974897abf9,posted,MANLY WEST SCHOOL,-101,070c1d68-0ee0-477a-9679-294ea7059939,8547.72,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,16/08/2022,2022-08-16T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,f2b7baa0-eca7-4a90-9876-022732097d98,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,8648.72,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,13/08/2022,2022-08-13T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,73189bf4-4c0c-4207-8a19-8b3b3dc28a08,posted,TFR Acc14000 TO 12389,-500,070c1d68-0ee0-477a-9679-294ea7059939,8447.72,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/08/2022,2022-08-12T00:00:00Z,"{\title\"":\""Legal and Accounting Services\""","\""code\"":\""693\""}"""
transaction,1dd272f5-6c58-465b-8ab6-015344cd19a9,posted,AGL RETAIL ENERGY LTD,-160,070c1d68-0ee0-477a-9679-294ea7059939,8947.72,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,9/08/2022,2022-08-09T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,67ab5af7-d851-4b01-a858-683a12bb2bf4,posted,AGL RETAIL ENERGY LTD (GAS),-69,070c1d68-0ee0-477a-9679-294ea7059939,9107.72,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,9/08/2022,2022-08-09T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,acf03d71-894a-494f-9bf3-a1160ce5a8ac,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200,070c1d68-0ee0-477a-9679-294ea7059939,9176.72,debit,cash-withdrawal,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,3/08/2022,2022-08-03T00:00:00Z,null,"{\self\"":\""https://au-api.basiq.io/users/bca4b9cc-b7e2-4458-83bc-4855c147bd70/transactions/acf03d71-894a-494f-9bf3-a1160ce5a8ac\"""
transaction,93c5d592-1b45-47fc-891d-54e3eca900aa,posted,Non Hooli ATM Withdrawal Fee,-2.5,070c1d68-0ee0-477a-9679-294ea7059939,9376.72,debit,bank-fee,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,3/08/2022,2022-08-03T00:00:00Z,"{\title\"":\""\""","\""code\"":\""card\""}"""
transaction,ea93880b-31cc-4be3-ae4e-5f6d20efa543,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200,070c1d68-0ee0-477a-9679-294ea7059939,9379.22,debit,cash-withdrawal,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,3/08/2022,2022-08-03T00:00:00Z,null,"{\self\"":\""https://au-api.basiq.io/users/bca4b9cc-b7e2-4458-83bc-4855c147bd70/transactions/ea93880b-31cc-4be3-ae4e-5f6d20efa543\"""
transaction,43208918-2e36-4379-aa52-816aa609401e,posted,Non Hooli ATM Withdrawal Fee,-2.5,070c1d68-0ee0-477a-9679-294ea7059939,9579.22,debit,bank-fee,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,3/08/2022,2022-08-03T00:00:00Z,"{\title\"":\""\""","\""code\"":\""card\""}"""
transaction,3dc2ec2a-9524-446d-a7ce-d102b0affda9,posted,Transfer Platnm Homeloan 346454,-3942.5,070c1d68-0ee0-477a-9679-294ea7059939,9581.72,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,29/07/2022,2022-07-29T00:00:00Z,"{\title\"":\""Auxiliary Finance and Investment Services\""","\""code\"":\""641\""}"""
transaction,b1350666-6edb-4b10-bc51-6da9143504b7,posted,TFR From Transaction to CC Acc 13,-9316,070c1d68-0ee0-477a-9679-294ea7059939,13524.22,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,28/07/2022,2022-07-28T00:00:00Z,"{\title\"":\""Civic","Professional and Other Interest Group Services\"""
transaction,8fbf5f95-1841-4cb5-aee4-c3480d918262,posted,Payroll WFRMS 15439393,15985,070c1d68-0ee0-477a-9679-294ea7059939,22840.22,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,28/07/2022,2022-07-28T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,de890a88-4cf4-4b0f-9f01-7ad22cbb867a,posted,CTRLINK CARERS Ref: 998R6789201610974V,61,070c1d68-0ee0-477a-9679-294ea7059939,6855.22,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,28/07/2022,2022-07-28T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,59c5fe04-af69-4e16-a287-c828453da377,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,6794.22,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,17/07/2022,2022-07-17T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,4606cb79-a73d-4eb0-a84a-cfeb0b84db0a,posted,MANLY WEST SCHOOL,-2530.81,070c1d68-0ee0-477a-9679-294ea7059939,6593.22,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,15/07/2022,2022-07-15T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,3566b1fa-e743-4319-b694-cf5c39c544bd,posted,MANLY WEST SCHOOL,-101,070c1d68-0ee0-477a-9679-294ea7059939,9124.03,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,15/07/2022,2022-07-15T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,8c9fcd11-ac87-4828-97b9-7678fb9b7c89,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,9225.03,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,13/07/2022,2022-07-13T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,fb915385-cfc3-4b51-816c-4bd3b52e596f,posted,MANLY WEST SCHOOL,-26,070c1d68-0ee0-477a-9679-294ea7059939,9024.03,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/07/2022,2022-07-12T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,f454e2db-dbd3-4336-a180-3a140519f038,posted,TFR Acc14000 TO 12389,-500,070c1d68-0ee0-477a-9679-294ea7059939,9050.03,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,12/07/2022,2022-07-12T00:00:00Z,"{\title\"":\""Legal and Accounting Services\""","\""code\"":\""693\""}"""
transaction,bc55cadd-f1ca-40d2-a1d1-5f89195bafb8,posted,AGL RETAIL ENERGY LTD,-160,070c1d68-0ee0-477a-9679-294ea7059939,9550.03,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,11/07/2022,2022-07-11T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,13e41e9c-c154-45f1-a85f-e3ed838cfc6b,posted,AGL RETAIL ENERGY LTD (GAS),-69,070c1d68-0ee0-477a-9679-294ea7059939,9710.03,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,11/07/2022,2022-07-11T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,961110b0-d016-431e-b76b-14d9c8a8e288,posted,CTRLINK CARERS Ref: 998R6789201610974V,14,070c1d68-0ee0-477a-9679-294ea7059939,9779.03,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,6/07/2022,2022-07-06T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,2ab79b95-8a27-4266-8012-c7106cd46d81,posted,Wdl ATM CBA ATM  SEAFORTH       NSW 225101   AUS,-750,070c1d68-0ee0-477a-9679-294ea7059939,9765.03,debit,cash-withdrawal,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,3/07/2022,2022-07-03T00:00:00Z,null,"{\self\"":\""https://au-api.basiq.io/users/bca4b9cc-b7e2-4458-83bc-4855c147bd70/transactions/2ab79b95-8a27-4266-8012-c7106cd46d81\"""
transaction,a6c203a1-4adf-4e8d-a054-4a26f50b19b8,posted,Transfer Platnm Homeloan 346454,-3950,070c1d68-0ee0-477a-9679-294ea7059939,10515.03,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,28/06/2022,2022-06-28T00:00:00Z,"{\title\"":\""Auxiliary Finance and Investment Services\""","\""code\"":\""641\""}"""
transaction,8d3bf474-d04e-48f7-9b22-947556e44f28,posted,TFR From Transaction to CC Acc 13,-9308.5,070c1d68-0ee0-477a-9679-294ea7059939,14465.03,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/06/2022,2022-06-27T00:00:00Z,"{\title\"":\""Civic","Professional and Other Interest Group Services\"""
transaction,6caa5971-4e99-4329-b82b-ba6b8edc5133,posted,Payroll WFRMS 15439393,15985,070c1d68-0ee0-477a-9679-294ea7059939,23773.53,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/06/2022,2022-06-27T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,49203edf-3758-4db5-a3f5-f3bd6a47c8ec,posted,MANLY WEST SCHOOL,-2533.56,070c1d68-0ee0-477a-9679-294ea7059939,7788.53,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/06/2022,2022-06-27T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,31ca2f55-c341-447b-9a81-c00eb925636b,posted,MANLY WEST SCHOOL,-103.75,070c1d68-0ee0-477a-9679-294ea7059939,10322.09,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,27/06/2022,2022-06-27T00:00:00Z,"{\title\"":\""School Education\""","\""code\"":\""802\""}"""
transaction,56ed3c4b-88bc-425e-9105-0e5ce157aa54,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,10425.84,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,19/06/2022,2022-06-19T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,31958121-4752-4e3c-ac75-97dc541df3d7,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,10224.84,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,15/06/2022,2022-06-15T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,1e359899-06cd-48be-8b45-31f4cfbf0998,posted,TFR Acc14000 TO 12389,-500,070c1d68-0ee0-477a-9679-294ea7059939,10023.84,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,16/05/2022,2022-06-14T00:00:00Z,"{\title\"":\""Legal and Accounting Services\""","\""code\"":\""693\""}"""
transaction,9a3814e8-c12a-47c7-a467-8e8b62532ec6,posted,AGL RETAIL ENERGY LTD,-160,070c1d68-0ee0-477a-9679-294ea7059939,10523.84,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,13/06/2022,2022-06-13T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,a4ef6948-bc5e-495a-bc67-2b0123459b57,posted,AGL RETAIL ENERGY LTD (GAS),-69,070c1d68-0ee0-477a-9679-294ea7059939,10683.84,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,13/06/2022,2022-06-13T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,69a89726-9c99-4e37-9d67-36e679ba7851,posted,CTRLINK CARERS Ref: 998R6789201610974V,752.4,070c1d68-0ee0-477a-9679-294ea7059939,10752.84,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,9/06/2022,2022-06-09T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,6ea9a089-043a-4f0f-ad80-cee9c66e731b,posted,Transfer Platnm Homeloan 346454,-3957.5,070c1d68-0ee0-477a-9679-294ea7059939,10000.44,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,31/05/2022,2022-05-31T00:00:00Z,"{\title\"":\""Auxiliary Finance and Investment Services\""","\""code\"":\""641\""}"""
transaction,e8375d96-10be-46ab-8a82-2c61605aaffc,posted,CTRLINK CARERS Ref: 998R6789201610974V,261.78,070c1d68-0ee0-477a-9679-294ea7059939,13957.94,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,31/05/2022,2022-05-31T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,e8ab4144-c266-4bae-8878-08056292aef9,posted,TFR From Transaction to CC Acc 13,-9301,070c1d68-0ee0-477a-9679-294ea7059939,13696.16,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,30/05/2022,2022-05-30T00:00:00Z,"{\title\"":\""Civic","Professional and Other Interest Group Services\"""
transaction,f71aa57c-ddbe-4805-897d-81c133d72239,posted,Payroll WFRMS 15439393,15985,070c1d68-0ee0-477a-9679-294ea7059939,22997.16,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,30/05/2022,2022-05-30T00:00:00Z,"{\title\"":\""Unknown\""","\""code\"":\""0\""}"""
transaction,a8842522-fc0a-4b79-a85d-4437511e01ae,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,7012.16,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,17/05/2022,2022-05-17T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,d3e5cd4d-cb33-4ab0-aaa2-4027762b6611,posted,Manly Maths Tutor Wages,201,070c1d68-0ee0-477a-9679-294ea7059939,6811.16,credit,transfer,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,15/05/2022,2022-05-15T00:00:00Z,"{\title\"":\""Educational Support Services\""","\""code\"":\""822\""}"""
transaction,cf21b11b-9be2-464e-b2e8-574840276adc,posted,TFR Acc14000 TO 12389,-500,070c1d68-0ee0-477a-9679-294ea7059939,6610.16,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,14/05/2022,2022-05-14T00:00:00Z,"{\title\"":\""Legal and Accounting Services\""","\""code\"":\""693\""}"""
transaction,78b3be1b-4fd7-4fc7-9561-62365570b319,posted,AGL RETAIL ENERGY LTD,-160,070c1d68-0ee0-477a-9679-294ea7059939,7110.16,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,11/05/2022,2022-05-11T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,63028cbd-42c2-4f45-bc7e-dae4c135831e,posted,AGL RETAIL ENERGY LTD (GAS),-69,070c1d68-0ee0-477a-9679-294ea7059939,7270.16,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,11/05/2022,2022-05-11T00:00:00Z,"{\title\"":\""Electricity Distribution\""","\""code\"":\""263\""}"""
transaction,7d86d624-14d3-42ea-a00a-ad3cac8036ce,posted,Transfer Platnm Homeloan 346454,-3965,070c1d68-0ee0-477a-9679-294ea7059939,7339.16,debit,payment,AU00000,1bd6c08e-8457-4a74-bdd9-514df489d27e,null,30/04/2022,2022-04-30T00:00:00Z,"{\title\"":\""Auxiliary Finance and Investment Services\""","\""code\"":\""641\""}"""
